Results of detector B
particle nr, timestamp, detected, detector angle, spin
648, 1372532967666, true, 67.5, 1
649, 1372532967666, true, 0.0, 1
650, 1372532967666, true, 45.0, 1
651, 1372532967666, true, 180.0, -1
652, 1372532967666, true, 202.5, 1
653, 1372532967666, true, 45.0, -1
654, 1372532967666, true, 247.5, -1
655, 1372532967666, true, 337.5, -1
656, 1372532967666, true, 270.0, 1
657, 1372532967666, true, 157.5, 1
658, 1372532967666, true, 90.0, -1
659, 1372532967666, true, 337.5, 1
660, 1372532967666, true, 180.0, -1
661, 1372532967666, true, 22.5, 1
662, 1372532967666, true, 22.5, 1
663, 1372532967666, true, 22.5, 1
664, 1372532967666, true, 180.0, -1
665, 1372532967666, true, 292.5, 1
666, 1372532967666, true, 112.5, -1
667, 1372532967666, true, 112.5, -1
668, 1372532967666, true, 315.0, 1
669, 1372532967666, true, 337.5, 1
670, 1372532967666, true, 292.5, -1
671, 1372532967666, true, 135.0, -1
672, 1372532967666, true, 67.5, 1
673, 1372532967666, true, 247.5, -1
674, 1372532967666, true, 292.5, -1
675, 1372532967666, true, 90.0, -1
676, 1372532967666, true, 247.5, 1
677, 1372532967666, true, 202.5, -1
678, 1372532967666, true, 202.5, 1
679, 1372532967666, true, 90.0, -1
680, 1372532967666, true, 292.5, -1
681, 1372532967666, true, 67.5, 1
682, 1372532967666, true, 315.0, 1
683, 1372532967666, true, 337.5, -1
684, 1372532967666, true, 202.5, -1
685, 1372532967666, true, 135.0, 1
686, 1372532967666, true, 270.0, 1
687, 1372532967666, true, 247.5, -1
688, 1372532967666, true, 90.0, -1
689, 1372532967666, true, 157.5, -1
690, 1372532967666, true, 292.5, 1
691, 1372532967666, true, 225.0, -1
692, 1372532967666, true, 0.0, 1
693, 1372532967666, true, 202.5, -1
694, 1372532967666, true, 157.5, -1
695, 1372532967666, true, 135.0, -1
696, 1372532967666, true, 112.5, 1
697, 1372532967666, true, 67.5, -1
698, 1372532967666, true, 247.5, -1
699, 1372532967666, true, 0.0, 1
700, 1372532967666, true, 225.0, -1
701, 1372532967666, true, 247.5, -1
702, 1372532967666, true, 247.5, -1
703, 1372532967666, true, 225.0, -1
704, 1372532967666, true, 337.5, 1
705, 1372532967666, true, 225.0, -1
706, 1372532967666, true, 337.5, 1
707, 1372532967666, true, 180.0, -1
708, 1372532967666, true, 157.5, -1
709, 1372532967666, true, 202.5, -1
710, 1372532967666, true, 90.0, -1
711, 1372532967666, true, 112.5, -1
712, 1372532967666, true, 292.5, 1
713, 1372532967666, true, 247.5, 1
714, 1372532967666, true, 0.0, 1
715, 1372532967666, true, 315.0, 1
716, 1372532967666, true, 270.0, 1
717, 1372532967666, true, 67.5, 1
718, 1372532967666, true, 90.0, 1
719, 1372532967666, true, 67.5, 1
720, 1372532967666, true, 0.0, 1
721, 1372532967666, true, 135.0, 1
722, 1372532967666, true, 247.5, 1
723, 1372532967666, true, 225.0, -1
724, 1372532967666, true, 202.5, -1
725, 1372532967666, true, 292.5, 1
726, 1372532967666, true, 157.5, -1
727, 1372532967666, true, 180.0, -1
728, 1372532967666, true, 45.0, 1
729, 1372532967666, true, 247.5, 1
